Location,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_100 
Peru,2778083,2818583,2892095,2886490,2841983,2784291,2636893,2394758,2235355,1973730,1711981,1468240,1182125,924236,676992,468841,474340
